"No pendule";"Amenagement";"Ouvrage";"Date";"Nombre Date";"Niveau Reservoir (m)";"Deplacements cumulatif X (mm)";"Deplacements cumulatif Y (mm)";"Deplacements cumulatif Z (mm)";"Remarque";"Memo";"Deplacement local X";"Deplacement local y";"Deplacement local z";;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-26 00:00";42089;31.05;-8.66;.32;5.53;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-26 12:00";42089.5;31.05;-8.68;.36;5.53;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-27 00:00";42090;31.07;-8.67;.44;5.55;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-27 12:00";42090.5;31.07;-8.67;.45;5.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-28 00:00";42091;31.09;-8.68;.4;5.54;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-28 12:00";42091.5;31.09;-8.67;.36;5.55;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-29 00:00";42092;31.04;-8.71;.29;5.53;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-29 12:00";42092.5;31.04;-8.68;.27;5.53;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-30 00:00";42093;30.99;-8.72;.28;5.53;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-30 12:00";42093.5;30.99;-8.72;.36;5.54;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-31 00:00";42094;31.08;-8.73;.33;5.54;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-03-31 12:00";42094.5;31.08;-8.73;.29;5.54;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-01 00:00";42095;31.00;-8.77;.28;5.54;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-01 12:00";42095.5;31.00;-8.72;.36;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-02 00:00";42096;31.09;-8.77;.31;5.55;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-02 12:00";42096.5;31.09;-8.78;.27;5.54;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-03 00:00";42097;31.03;-8.78;.36;5.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-03 12:00";42097.5;31.03;-8.77;.29;5.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-04 00:00";42098;31.08;-8.81;.34;5.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-04 12:00";42098.5;31.08;-8.83;.33;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-05 00:00";42099;31.04;-8.85;.29;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-05 12:00";42099.5;31.04;-8.82;.33;5.59;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-06 00:00";42100;31.06;-8.86;.31;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-06 12:00";42100.5;31.06;-8.86;.28;5.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-07 00:00";42101;31.07;-8.86;.36;5.59;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-07 12:00";42101.5;31.07;-8.85;.21;5.54;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-08 00:00";42102;30.89;-8.88;.25;5.54;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-08 12:00";42102.5;30.89;-8.86;.25;5.55;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-09 00:00";42103;31.01;-8.88;.25;5.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-09 12:00";42103.5;31.01;-8.87;.26;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-10 00:00";42104;30.94;-8.9;.21;5.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-10 12:00";42104.5;30.94;-8.91;.25;5.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-11 00:00";42105;30.91;-8.92;.33;5.6;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-11 12:00";42105.5;30.91;-8.91;.33;5.6;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-12 00:00";42106;30.97;-8.92;.28;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-12 12:00";42106.5;30.97;-8.9;.23;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-13 00:00";42107;31.10;-8.93;.29;5.61;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-13 12:00";42107.5;31.10;-8.89;.22;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-14 00:00";42108;30.91;-8.92;.18;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-14 12:00";42108.5;30.91;-8.9;.2;5.6;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-15 00:00";42109;30.93;-8.94;.23;5.61;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-15 12:00";42109.5;30.93;-8.92;.22;5.61;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-16 00:00";42110;30.95;-8.96;.17;5.6;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-16 12:00";42110.5;30.95;-8.95;.27;5.62;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-17 00:00";42111;31.06;-8.98;.25;5.64;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-17 12:00";42111.5;31.06;-8.96;.21;5.62;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-18 00:00";42112;31.05;-9;.2;5.64;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-18 12:00";42112.5;31.05;-8.99;.2;5.62;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-19 00:00";42113;30.92;-9.01;.13;5.62;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-19 12:00";42113.5;30.92;-9;.16;5.62;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-20 00:00";42114;30.89;-9.02;.15;5.64;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-20 12:00";42114.5;30.89;-9.05;.17;5.64;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-21 00:00";42115;30.93;-9.07;.21;5.67;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-21 12:00";42115.5;30.93;-9.07;.2;5.66;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-22 00:00";42116;31.13;-9.1;.21;5.7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-22 12:00";42116.5;31.13;-9.07;.21;5.68;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-23 00:00";42117;31.10;-9.09;.21;5.7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-23 12:00";42117.5;31.10;-9.09;.18;5.67;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-24 00:00";42118;30.97;-9.12;.18;5.7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-24 12:00";42118.5;30.97;-9.11;.18;5.7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-25 00:00";42119;30.91;-9.14;.22;5.72;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-25 12:00";42119.5;30.91;-9.14;.25;5.73;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-26 00:00";42120;30.91;-9.16;.25;5.77;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-26 12:00";42120.5;30.91;-9.17;.25;5.79;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-27 00:00";42121;30.90;-9.2;.27;5.83;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-27 12:00";42121.5;30.90;-9.2;.3;5.87;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-28 00:00";42122;30.95;-9.24;.31;5.92;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-28 12:00";42122.5;30.95;-9.22;.34;5.95;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-29 00:00";42123;30.95;-9.26;.33;5.98;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-29 12:00";42123.5;30.95;-9.28;.34;6;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-30 00:00";42124;30.86;-9.35;.41;6.09;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-04-30 12:00";42124.5;30.86;-9.32;.43;6.14;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-01 00:00";42125;31.06;-9.38;.46;6.2;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-01 12:00";42125.5;31.06;-9.4;.48;6.22;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-02 00:00";42126;30.86;-9.47;.48;6.27;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-02 12:00";42126.5;30.86;-9.45;.51;6.29;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-03 00:00";42127;30.83;-9.52;.54;6.34;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-03 12:00";42127.5;30.83;-9.52;.56;6.39;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-04 00:00";42128;30.96;-9.59;.61;6.45;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-04 12:00";42128.5;30.96;-9.58;.58;6.49;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-05 00:00";42129;30.99;-9.68;.61;6.58;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-05 12:00";42129.5;30.99;-9.69;.64;6.64;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-06 00:00";42130;31.01;-9.78;.64;6.68;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-06 12:00";42130.5;31.01;-9.81;.65;6.72;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-07 00:00";42131;30.84;-9.88;.68;6.78;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-07 12:00";42131.5;30.84;-9.9;.69;6.83;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-08 00:00";42132;30.86;-9.98;.72;6.89;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-08 12:00";42132.5;30.86;-10.01;.77;6.95;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-09 00:00";42133;30.99;-10.1;.78;7.01;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-09 12:00";42133.5;30.99;-10.16;.78;7.04;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-10 00:00";42134;30.91;-10.22;.82;7.1;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-10 12:00";42134.5;30.91;-10.28;.85;7.16;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-11 00:00";42135;31.07;-10.33;.87;7.2;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-11 12:00";42135.5;31.07;-10.37;.89;7.23;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-12 00:00";42136;30.98;-10.39;.9;7.25;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-12 12:00";42136.5;30.98;-10.42;.95;7.28;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-13 00:00";42137;31.11;-10.44;.96;7.32;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-13 12:00";42137.5;31.11;-10.42;.95;7.34;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-14 00:00";42138;30.88;-10.46;1.01;7.38;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-14 12:00";42138.5;30.88;-10.44;.99;7.39;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-15 00:00";42139;31.02;-10.52;1.06;7.48;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-15 12:00";42139.5;31.02;-10.54;1.08;7.51;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-16 00:00";42140;31.10;-10.61;1.1;7.58;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-16 12:00";42140.5;31.10;-10.64;1.11;7.61;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-17 00:00";42141;31.08;-10.69;1.15;7.67;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-17 12:00";42141.5;31.08;-10.69;1.18;7.72;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-18 00:00";42142;31.08;-10.75;1.21;7.79;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-18 12:00";42142.5;31.08;-10.77;1.23;7.87;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-19 00:00";42143;31.02;-10.86;1.2;7.93;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-19 12:00";42143.5;31.02;-10.92;1.24;8;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-20 00:00";42144;30.97;-10.99;1.29;8.09;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-20 12:00";42144.5;30.97;-11.06;1.31;8.14;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-21 00:00";42145;31.00;-11.1;1.35;8.19;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-21 12:00";42145.5;31.00;-11.14;1.44;8.23;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-22 00:00";42146;31.11;-11.17;1.44;8.28;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-22 12:00";42146.5;31.11;-11.18;1.49;8.33;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-23 00:00";42147;31.12;-11.22;1.48;8.36;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-23 12:00";42147.5;31.12;-11.2;1.49;8.36;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-24 00:00";42148;31.03;-11.23;1.5;8.37;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-24 12:00";42148.5;31.03;-11.27;1.5;8.39;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-25 00:00";42149;31.01;-11.29;1.51;8.43;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-25 12:00";42149.5;31.01;-11.32;1.49;8.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-26 00:00";42150;30.98;-11.33;1.53;8.49;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-26 12:00";42150.5;30.98;-11.33;1.5;8.52;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-27 00:00";42151;30.95;-11.38;1.5;8.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-27 12:00";42151.5;30.95;-11.43;1.48;8.6;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-28 00:00";42152;30.92;-11.49;1.54;8.68;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-28 12:00";42152.5;30.92;-11.53;1.59;8.74;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-29 00:00";42153;31.14;-11.57;1.6;8.79;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-29 12:00";42153.5;31.14;-11.55;1.64;8.83;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-30 00:00";42154;31.10;-11.6;1.66;8.91;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-30 12:00";42154.5;31.10;-11.64;1.71;8.99;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-31 00:00";42155;31.01;-11.7;1.71;9.07;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-05-31 12:00";42155.5;31.01;-11.75;1.75;9.1;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-01 00:00";42156;31.05;-11.79;1.8;9.15;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-01 12:00";42156.5;31.05;-11.77;1.8;9.17;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-02 00:00";42157;31.10;-11.79;1.86;9.23;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-02 12:00";42157.5;31.10;-11.82;1.85;9.22;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-03 00:00";42158;30.95;-11.85;1.89;9.23;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-03 12:00";42158.5;30.95;-11.85;1.88;9.22;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-04 00:00";42159;30.95;-11.88;1.84;9.23;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-04 12:00";42159.5;30.95;-11.88;1.81;9.26;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-05 00:00";42160;30.92;-11.9;1.8;9.28;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-05 12:00";42160.5;30.92;-11.93;1.83;9.33;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-06 00:00";42161;31.04;-11.97;1.8;9.34;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-06 12:00";42161.5;31.04;-11.95;1.83;9.37;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-07 00:00";42162;31.00;-11.99;1.82;9.38;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-07 12:00";42162.5;31.00;-12.01;1.83;9.4;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-08 00:00";42163;31.05;-12.14;1.8;9.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-08 12:00";42163.5;31.05;-12.18;1.8;9.48;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-09 00:00";42164;30.96;-12.17;1.82;9.49;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-09 12:00";42164.5;30.96;-12.18;1.84;9.53;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-10 00:00";42165;31.05;-12.19;1.87;9.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2015-06-10 12:00";42165.5;31.05;-12.16;1.85;9.59;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
