"Station meteorologique";"Amenagement";"Ouvrage";"Date";"Nombre Date";"Temperature min (C)";"Temperature max (C)";"Pluie-jour (mm)";"Neige-jour (cm)";"Degres-jours de gel cumulatifs(C-j)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-03";33453;13.8;23.8;.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-04";33454;11.6;25.5;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-05";33455;14.4;19.4;10.9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-06";33456;12.7;17.7;12.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-07";33457;11;24.4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-08";33458;11.6;27.1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-09";33459;13.3;22.7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-10";33460;13.3;27.1;7.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-11";33461;;16.6;13.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-12";33462;13.3;18.8;12.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-13";33463;11.6;27.1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-14";33464;14.9;28.8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-15";33465;16.6;27.1;.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-16";33466;16;28.8;.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-17";33467;14.4;22.7;.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-18";33468;14.9;28.3;.7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-19";33469;12.2;23.3;8.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-20";33470;11;21;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-21";33471;12.2;21;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-22";33472;11.6;15.5;22.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-23";33473;12.2;23.3;6.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-24";33474;8.8;18.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-25";33475;7.2;20.5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-26";33476;6.1;23.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-27";33477;16;26;.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-28";33478;16;24.9;8.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-29";33479;14.4;25.5;6.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-30";33480;13.3;27.7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-08-31";33481;17.2;27.1;14.9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-01";33482;6.1;18.8;1.7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-02";33483;4.4;16.6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-03";33484;3.3;18.8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-04";33485;7.7;23.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-05";33486;7.7;20.5;5.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-06";33487;6.6;21;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-07";33488;9.4;19.9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-08";33489;9.9;22.7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-09";33490;6.6;21;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-10";33491;3.8;17.7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-11";33492;11;21;4.8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-12";33493;2.7;14.4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-13";33494;2.7;13.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-14";33495;1.6;16.6;.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-15";33496;7.7;18.8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-16";33497;7.2;14.4;14.4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-17";33498;13.3;22.7;2.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-18";33499;8.3;21.6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-19";33500;4.9;18.3;2.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-20";33501;3.3;13.8;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-21";33502;1.1;11;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-22";33503;0;12.2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-23";33504;-1.6;15.5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-24";33505;5.5;14.9;6.8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-25";33506;4.4;11.6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-26";33507;5.5;7.2;11.1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-27";33508;4.9;8.8;3.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-28";33509;2.7;8.8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-29";33510;0;8.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-09-30";33511;-2.2;3.8;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-01";33512;-3.3;7.7;3.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-02";33513;2.2;11.6;6.8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-03";33514;5.5;13.8;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-04";33515;10.5;18.8;13.9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-05";33516;6.6;13.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-06";33517;6.6;13.8;11.4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-07";33518;5.5;13.3;14.4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-08";33519;0;7.2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-09";33520;-.5;8.8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-10";33521;0;12.7;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-11";33522;4.9;12.2;10.9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-12";33523;2.2;8.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-13";33524;1.6;7.2;8.8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-14";33525;0;4.9;.7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-15";33526;-2.2;7.7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-16";33527;0;10.5;14.9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-17";33528;1.6;8.8;9.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-18";33529;.5;14.9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-19";33530;3.8;17.2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-20";33531;-1.6;6.1;4.8;1.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-21";33532;-4.4;3.8;0;0;.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-22";33533;-3.8;6.6;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-23";33534;-1.6;8.8;1.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-24";33535;-2.7;8.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-25";33536;5.5;20.5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-26";33537;12.2;19.4;2.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-27";33538;8.8;16.6;7.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-28";33539;2.2;9.9;12.6;1.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-29";33540;-3.3;6.1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-30";33541;-4.9;5.5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-10-31";33542;-2.7;8.8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-01";33543;2.7;6.6;.7;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-02";33544;4.4;7.7;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-03";33545;2.2;8.3;1.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-04";33546;-3.3;5.5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-05";33547;-6.1;1.6;0;0;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-06";33548;-7.7;1.6;0;0;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-07";33549;-5.5;4.4;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-08";33550;-5.5;2.7;0;0;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-09";33551;-9.9;0;0;0;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-10";33552;-12.2;.5;0;0;18.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-11";33553;-11;3.3;0;0;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-12";33554;-1.6;2.2;0;.7;21.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-13";33555;-2.7;1.1;0;0;22.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-14";33556;-2.7;0;0;1.2;24.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-15";33557;-2.2;2.7;.7;0;23.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-16";33558;.5;3.8;9.9;.5;21.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-17";33559;-5.5;2.7;0;0;23.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-18";33560;-5.5;1.1;0;0;25.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-19";33561;-6.6;3.3;0;0;27.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-20";33562;-1.6;6.1;0;0;24.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-21";33563;3.8;15.5;4.8;0;15.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-22";33564;-3.3;6.6;0;0;13.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-23";33565;-4.4;7.2;0;0;12.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-24";33566;0;4.4;0;0;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-25";33567;-1.1;5.5;2.5;3.5;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-26";33568;-4.4;-.5;0;1;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-27";33569;-10.5;-3.8;0;0;17.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-28";33570;-11.6;-2.7;0;.7;24.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-29";33571;-4.4;1.6;2;.5;26.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-11-30";33572;-8.8;-.5;0;0;30.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-01";33573;-8.3;12.2;.7;0;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-02";33574;-1.1;4.4;0;0;27.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-03";33575;-14.4;1.1;0;0;34.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-04";33576;-14.4;-8.3;0;10.4;45.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-05";33577;-16.6;-7.2;0;1.2;57.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-06";33578;-22.1;-16.6;0;0;76.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-07";33579;-21.6;-13.3;0;.7;94.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-08";33580;-21;-11.6;0;10.6;110.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-09";33581;-13.8;-2.7;;2.7;118.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-10";33582;-11.6;3.3;13.7;0;123.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-11";33583;-14.9;-5.5;0;0;133.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-12";33584;-6.1;2.7;.7;0;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-13";33585;-5.5;2.2;1.2;0;136.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-14";33586;-2.7;5.5;8.6;0;135.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-15";33587;-7.2;0;0;7.1;138.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-16";33588;-16;-6.6;0;.5;150.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-17";33589;-23.8;-15.5;0;0;169.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-18";33590;-27.7;-16;0;.5;191.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-19";33591;-21;-12.7;0;1.5;208.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-20";33592;-21.6;-13.8;0;0;226.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-21";33593;-17.7;-6.6;0;2;238.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-22";33594;-9.4;-.5;5;4.3;243.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-23";33595;-12.2;-3.8;;0;251.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-24";33596;-13.8;-.5;0;1;258.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-25";33597;-21.6;-13.8;0;0;276.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-26";33598;-24.9;-14.9;0;0;296.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-27";33599;-21.6;-7.7;0;2;311.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-28";33600;-14.4;-6.6;0;.2;321.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-29";33601;-12.2;-4.4;0;0;329.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-30";33602;-8.8;-2.2;0;0;335.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1991-12-31";33603;-21;-5.5;0;0;348.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-01";33604;-20.5;-8.8;0;0;363.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-02";33605;-18.8;-6.6;0;0;376.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-03";33606;-18.8;-7.2;0;0;389.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-04";33607;-11.6;-3.3;0;0;396.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-05";33608;-4.4;.5;7.1;0;398.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-06";33609;-1.1;0;9.3;2.2;399.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-07";33610;-2.7;.5;0;3.8;400.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-08";33611;-9.9;-2.2;0;.7;406.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-09";33612;-17.2;-7.7;0;0;418.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-10";33613;-14.9;-4.9;0;7.8;428.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-11";33614;-15.5;-7.2;0;.7;440.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-12";33615;-23.8;-14.9;0;0;459.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-13";33616;-24.9;-13.3;0;0;478.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-14";33617;-13.3;-3.8;0;2.2;487.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-15";33618;-11;0;0;36.3;492.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-16";33619;-28.3;-11;0;.2;512.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-17";33620;-31.6;-26;0;0;541.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-18";33621;-31.6;-19.4;0;1.2;566.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-19";33622;-24.9;-17.7;0;.2;588.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-20";33623;-28.3;-19.9;0;0;612.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-21";33624;-27.1;-16;0;0;633.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1992-01-22";33625;-27.7;-14.4;0;0;654.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
